sound_id,class,class_idx,class_top,confidence,title,tags,description,sound_id_str,audio_emb_path,text_emb_path,assigned_class_emb_path,audio_top1_class,audio_top1_sim,audio_top2_class,audio_top2_sim,audio_top1_top2_margin,audio_assigned_class_sim,audio_best_other_class,audio_best_other_sim,audio_assigned_label_margin,audio_assigned_rank,audio_top1_matches_assigned,text_top1_class,text_top1_sim,text_top2_class,text_top2_sim,text_top1_top2_margin,text_assigned_class_sim,text_best_other_class,text_best_other_sim,text_assigned_label_margin,text_assigned_rank,text_top1_matches_assigned
185755,fx-o,11,fx,4,microwave_oven.wav,"campus-upf,UPF-CS13,microwave,heat,bell,noise","A microwave oven operating, including the sound of its door closing and the typical bell sound. Recorded with a Zoom H2. Recorded at Campus Upf cafeteria.",185755,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\185755.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\185755.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\fx-o.npy,fx-o,0.206391841173172,is-k,0.16014660894870758,0.046245232224464417,0.206391841173172,is-k,0.16014660894870758,0.046245232224464417,1,True,fx-o,0.25366127490997314,is-s,0.2086118757724762,0.04504939913749695,0.25366127490997314,is-s,0.2086118757724762,0.04504939913749695,1,True
358405,is-w,5,is,5,Sax Alto - F5,"good-sounds,single-note,multisample,sax,neumann-U87,F5,alto","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_alto note::F octave::5 midi note::65 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4669",358405,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\358405.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\358405.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\is-w.npy,is-w,0.10511285066604614,ss-n,0.10052793473005295,0.004584915935993195,0.10511285066604614,ss-n,0.10052793473005295,0.004584915935993195,1,True,m-si,0.3576166331768036,m-sp,0.23361563682556152,0.12400099635124207,0.17474666237831116,m-si,0.3576166331768036,-0.18286997079849243,3,False
358760,is-w,5,is,4,Sax Alto - G# Major,"good-sounds,sax,neumann-U87,GsharpMajor,scale,alto","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_alto note::G# microphone::neumann U87 tuning reference::442.0 good-sounds-id::6583 mode::major",358760,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\358760.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\358760.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\is-w.npy,m-si,0.1823989748954773,m-sp,0.07996375858783722,0.10243521630764008,-0.06306049227714539,m-si,0.1823989748954773,-0.24545946717262268,9,False,m-si,0.4192056655883789,m-sp,0.2394856959581375,0.1797199696302414,0.13917569816112518,m-si,0.4192056655883789,-0.28002995252609253,5,False
432206,fx-o,11,fx,4,EGG SHAKER,"egg-shaker,shaker,percussion",Large plastic egg shaker,432206,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\432206.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\432206.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\fx-o.npy,m-sp,0.19935570657253265,is-p,0.1087527945637703,0.09060291200876236,-0.1609710156917572,m-sp,0.19935570657253265,-0.36032670736312866,22,False,sp-c,0.16958971321582794,is-p,0.13918618857860565,0.03040352463722229,-0.12633894383907318,sp-c,0.16958971321582794,-0.2959286570549011,23,False
80630,sp-s,8,sp,5,mechanics.wav,"american,english,female,fight,speak,talk,text,vocal,voice","A request for the user ""asexton"", my girlfriend saying a variety of things, the filename should give you a clue what she is saying. Recorded with an AT2020 mic into an Apogee Duet.",80630,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\80630.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\80630.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\sp-s.npy,sp-s,0.20396587252616882,is-p,0.1316404640674591,0.07232540845870972,0.20396587252616882,is-p,0.1316404640674591,0.07232540845870972,1,True,fx-h,0.3020591139793396,ss-n,0.24671262502670288,0.05534648895263672,0.2085818350315094,fx-h,0.3020591139793396,-0.0934772789478302,7,False
84090,is-p,3,is,5,KBSD-SPECIAL-VELOCITY014.wav,"14x6,accent,combo,ludwig,neumann,technica,drums,electrovoice,josephson,kent,layer,layers,snare,mic,microphone,microphones,mics,multi,velocity,sample,samples,beyer,breckner,shure,drum","This sample pack contains 109 samples of a Ludwig Accent Combo 14x6 snare drum played by drummer Kent Breckner and recorded with eight different microphones and multiple velocity layers. For each microphone there are ten velocity layers but in addition there is a ‘combi’ set which is a mixture of my three favorite mics with ten velocity layers and a ‘special’ set featuring those three mics with some processing and nineteen velocity layers, the even-numbered ones being interpolated. The microphones used were a Shure SM57, a Beyer Dynamic M201, a Josephson e22s, a Josephson C42, a Neumann TLM103, an Electrovoice RE20, an Electrovoice ND868 and an Audio Technica Pro37R. Placement of mic varied according to sensitivity and polar pattern. Preamps used were NPNG and Millennia Media and all sources were recorded directly to Pro Tools through Frontier Design Group and Digidesign converters. Final editing and processing was carried out in Cool Edit Pro. This sample pack is intended for use with software such as Drumagog or Sound Replacer.",84090,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\84090.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\84090.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\is-p.npy,m-sp,0.25046300888061523,m-si,0.15621010959148407,0.09425289928913116,0.1494060456752777,m-sp,0.25046300888061523,-0.10105696320533752,3,False,m-sp,0.07517287135124207,m-si,0.03593261539936066,0.03924025595188141,-0.042785294353961945,m-sp,0.07517287135124207,-0.11795816570520401,9,False
145544,sp-p,10,sp,4,0024 Metro_ticket_error,"korean,voice,field-recording,ticket,metro,seoul,korea","Metro ticket machine error voice message 20120112 Edirol R-09 <a href=""http://cityfieldrecordings.blogspot.com"" rel=""nofollow"">http://cityfieldrecordings.blogspot.com</a>",145544,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\145544.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\145544.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\sp-p.npy,sp-s,0.1984710395336151,is-s,0.18495911359786987,0.01351192593574524,0.11599887907505035,sp-s,0.1984710395336151,-0.08247216045856476,9,False,m-si,0.19642221927642822,is-s,0.16056232154369354,0.03585989773273468,-0.023957571014761925,m-si,0.19642221927642822,-0.2203797847032547,15,False
156796,fx-h,14,fx,1,yi.wav,"phonemes,spanish,silabas,sylabs,espaol,fonemas",These are the phoneme pronuciations for the basic spanish phonemes.,156796,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\156796.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\156796.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\fx-h.npy,is-w,-0.010593203827738762,is-s,-0.025727519765496254,0.015134315937757492,-0.1298949122428894,is-w,-0.010593203827738762,-0.1193017065525055,15,False,is-w,-0.018942154943943024,is-s,-0.045721739530563354,0.02677958458662033,-0.14414185285568237,is-w,-0.018942154943943024,-0.12519970536231995,9,False
38633,is-p,3,is,5,Tonic Tom.flac,"drum,electronic",This is an electronic tom sample. It was created using the electronic VST instrument Micro Tonic from Sonic Charge. The sample was done at 32 bit resolution and 44.1 kHz frequency within Cubase 4. After normalization it was dithered to 16 bits and converted to the flac format to save space. Ideal for constructing electronic drumloops...,38633,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\38633.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\38633.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\is-p.npy,fx-el,0.023013580590486526,fx-n,0.021271785721182823,0.0017417948693037033,-0.2125571370124817,fx-el,0.023013580590486526,-0.23557071387767792,19,False,ss-i,0.1590307652950287,ss-n,0.1503668874502182,0.008663877844810486,-0.07171785831451416,ss-i,0.1590307652950287,-0.23074862360954285,16,False
354592,is-w,5,is,5,Flute - C5,"good-sounds,C5,single-note,multisample,neumann-U87,flute","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::flute note::C octave::5 midi note::60 microphone::neumann U87 tuning reference::442 good-sounds-id::3034",354592,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\354592.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\354592.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\is-w.npy,fx-h,0.1517699658870697,fx-m,0.1461729109287262,0.005597054958343506,0.14268487691879272,fx-h,0.1517699658870697,-0.009085088968276978,3,False,m-si,0.3109588623046875,m-sp,0.27013325691223145,0.040825605392456055,0.21430198848247528,m-si,0.3109588623046875,-0.09665687382221222,4,False
63352,sp-c,9,sp,4,20081115.male.conversation.wav,"conversation,male,spanish,voice","male voice, Spanish",63352,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\63352.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\63352.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\sp-c.npy,sp-c,0.1987016648054123,sp-s,0.17364758253097534,0.02505408227443695,0.1987016648054123,sp-s,0.17364758253097534,0.02505408227443695,1,True,sp-c,0.18639177083969116,sp-s,0.1428045779466629,0.04358719289302826,0.18639177083969116,sp-s,0.1428045779466629,0.04358719289302826,1,True
376477,fx-o,11,fx,4,Opening old door in Spain,"spain,open,squeaky,squeak,creak,wood,wooden,zoom-h6,creaky,door,field-recording,handle",The sound of an old door opening in Marbella in Spain. Recorded on a Zoom H6 microphone.,376477,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\376477.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\376477.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\fx-o.npy,fx-o,0.2350935935974121,ss-i,0.21274521946907043,0.022348374128341675,0.2350935935974121,ss-i,0.21274521946907043,0.022348374128341675,1,True,is-e,0.058851297944784164,ss-u,0.04442945495247841,0.014421842992305756,0.019669514149427414,is-e,0.058851297944784164,-0.03918178379535675,3,False
76567,ss-n,19,ss,4,"09-07-11_0732_Ribeira early morning, next to the river, ducks.WAV","ambience,ambient,atmosphere,barking,bird,croak,croaking,dog,duck,noise,ripple,soundscape,traffic,water,wing,porto,digitopia,rio,douro,seagull,portugal,florian,river,field-recording","Early Saturday morning in Ribeira, Porto, next to the Rio Douro. Constant traffic noise in the background. Water rippling softly against the quayside. A dog barking in the beginning of the recording. Seagulls scramming throughout the whole recording. In the foreground two ducks sitting on the quay, croaking, and flying away towards the river at 1:08.Recorded with Roland Edirol R-09 digital recorder and Edirol CS-15 cardioid-type stereo microphone.",76567,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\76567.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\76567.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\ss-n.npy,fx-a,0.15348459780216217,ss-s,0.13669589161872864,0.016788706183433533,0.095565065741539,fx-a,0.15348459780216217,-0.05791953206062317,4,False,sp-s,0.1236666738986969,ss-n,0.04706843942403793,0.07659823447465897,0.04706843942403793,sp-s,0.1236666738986969,-0.07659823447465897,2,False
119764,fx-m,13,fx,4,Electric Saw.wav,"power-tool,saw",Electric handheld power saw.,119764,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\119764.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\119764.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\fx-m.npy,m-sp,0.11245276033878326,fx-a,0.1026422455906868,0.009810514748096466,0.08964580297470093,m-sp,0.11245276033878326,-0.022806957364082336,3,False,m-si,0.20987704396247864,ss-n,0.19610151648521423,0.013775527477264404,0.04218464717268944,m-si,0.20987704396247864,-0.1676923930644989,12,False
35034,sp-c,9,sp,2,20070516.goal.00.wav,"bravo,encouragement,applause,cheer,clapping",a group of people cheering during a soccer match on tv,35034,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\35034.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\35034.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\sp-c.npy,m-sp,0.255399227142334,m-si,0.2516864240169525,0.0037128031253814697,0.12319021672010422,m-sp,0.255399227142334,-0.13220900297164917,9,False,sp-s,0.29923057556152344,sp-c,0.2583911120891571,0.04083946347236633,0.2583911120891571,sp-s,0.29923057556152344,-0.04083946347236633,2,False
38886,fx-m,13,fx,1,Folder 3.wav,"field-recording,folder,industrial,machine",Recording of an air fed paper folder. Recorded using a Zoom H4 hand recorder and edited with Audacity 1.3.3,38886,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\38886.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\38886.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\fx-m.npy,m-sp,0.09069967269897461,fx-el,0.08136461675167084,0.009335055947303772,0.04756289720535278,m-sp,0.09069967269897461,-0.043136775493621826,5,False,fx-o,0.197823628783226,is-p,0.13253085315227509,0.06529277563095093,0.05963612720370293,fx-o,0.197823628783226,-0.1381874978542328,6,False
76539,m-m,2,m,4,cdm6_50.wav,"2008,casa-da-m,digitopia,e,factor,guitar,installation,male,metro,music,people,porto,portugal,sample,short,sica,singing,sound,space,voice,world-music-day,world-music-day-2008",Short recording of playing on a out of tune guitar and singing at metro station Casa da Música in Porto. People were asked what would be the sound they would like to contribute to an installation for the World Music Day at the Subway of Porto (organized by Casa da Música).Recorded with Roland Edirol R-09 digital recorder and Edirol CS-15 cardioid-type stereo microphone.,76539,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\76539.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\76539.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\m-m.npy,m-si,0.3334232270717621,sp-s,0.21388976275920868,0.1195334643125534,0.2049027383327484,m-si,0.3334232270717621,-0.12852048873901367,4,False,sp-s,0.2949180006980896,sp-p,0.20772787928581238,0.08719012141227722,0.1599942296743393,sp-s,0.2949180006980896,-0.1349237710237503,6,False
318557,fx-o,11,fx,3,pencilscratch.wav,"strikethrough,line,pencil,write",pencil making a line on paper.,318557,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\318557.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\318557.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\fx-o.npy,fx-a,0.11261826753616333,fx-v,0.06862227618694305,0.043995991349220276,-0.06289374083280563,fx-a,0.11261826753616333,-0.17551201581954956,20,False,m-si,0.18596164882183075,fx-a,0.15034064650535583,0.035621002316474915,-0.06708626449108124,m-si,0.18596164882183075,-0.253047913312912,20,False
52789,ss-u,21,ss,3,frogs.wav,"children,field-recording,frog,garden,park,russian,voice",Frogs voices. Recorded at Moscow Botanical Garden. Recorder - M-Audio MicroTrack.,52789,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\52789.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\52789.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\ss-u.npy,fx-a,0.23687252402305603,fx-ex,0.1453692764043808,0.09150324761867523,0.0024522938765585423,fx-a,0.23687252402305603,-0.23442022502422333,19,False,m-si,0.23670229315757751,sp-s,0.21290679275989532,0.02379550039768219,-0.05677960067987442,m-si,0.23670229315757751,-0.29348188638687134,21,False
418422,ss-i,20,ss,2,female laugh over guitar.mp3,"ambiente,voice,guitarra,ambient,female,guitar,risa,vocal,laugh",Two female voices laughing while someone is playing a guitar (unplugged electric guitar). Dos voces femeninas se ríen mientras alguien toca la guitarra (guitarra eléctrica desconectada).,418422,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\418422.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\418422.npy,c:\Users\solok\Desktop\Dcase baseline\data\class_embedding\ss-i.npy,m-si,0.2527020275592804,fx-el,0.24839894473552704,0.004303082823753357,-0.10675595700740814,m-si,0.2527020275592804,-0.35945796966552734,20,False,m-si,0.25661414861679077,fx-ex,0.11347723007202148,0.1431369185447693,-0.1354093700647354,m-si,0.25661414861679077,-0.392023503780365,21,False
